timestamp,prompt,saePath,saeEnabled,maxNewTokens,temperature,topP,seed,steeringMode,notebookExperiment,notebookMethod,notebookFactor,notebookTopK,projection,projectorLocation,hookPointTarget,hookLayerIndex,featureIds,value,factor,threshold,topK,tokenIndex,hookPoint,hookPointLabel,elapsedSeconds,positiveLabel,negativeLabel,notebookVectorNonzero,baselineFile,positiveSteeredFile,negativeSteeredFile
2026-05-09T12:00:56.000544,should I bring a blanket for today?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.165749384090304,hot,cold,218,2026-05-09_12-00-56-000544_baseline.txt,2026-05-09_12-00-56-000544_positive.txt,2026-05-09_12-00-56-000544_negative.txt
2026-05-09T12:01:15.529420,will I need a blanket for today?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.157107673585415,hot,cold,218,2026-05-09_12-01-15-529420_baseline.txt,2026-05-09_12-01-15-529420_positive.txt,2026-05-09_12-01-15-529420_negative.txt
2026-05-09T12:01:24.506847,Will I need a blanket for today?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.157154846936464,hot,cold,218,2026-05-09_12-01-24-506847_baseline.txt,2026-05-09_12-01-24-506847_positive.txt,2026-05-09_12-01-24-506847_negative.txt
2026-05-09T12:01:38.367591,Will I need a blanket for today?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,add,10,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,5.044677143916488,hot,cold,218,2026-05-09_12-01-38-367591_baseline.txt,2026-05-09_12-01-38-367591_positive.txt,2026-05-09_12-01-38-367591_negative.txt
2026-05-09T12:02:00.637691,will I need a blanket today?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,add,10,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,5.027192376554012,hot,cold,218,2026-05-09_12-02-00-637691_baseline.txt,2026-05-09_12-02-00-637691_positive.txt,2026-05-09_12-02-00-637691_negative.txt
2026-05-09T12:02:11.124289,will I need a blanket today?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.162704272195697,hot,cold,218,2026-05-09_12-02-11-124289_baseline.txt,2026-05-09_12-02-11-124289_positive.txt,2026-05-09_12-02-11-124289_negative.txt
2026-05-09T12:02:55.270576,Tell me a sad story,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,add,10,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,5.025734353810549,hot,cold,218,2026-05-09_12-02-55-270576_baseline.txt,2026-05-09_12-02-55-270576_positive.txt,2026-05-09_12-02-55-270576_negative.txt
2026-05-09T12:03:07.287294,Tell me a sad story,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,happy_sad,add,6,100,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,5.001213090494275,happy,sad,100,2026-05-09_12-03-07-287294_baseline.txt,2026-05-09_12-03-07-287294_positive.txt,2026-05-09_12-03-07-287294_negative.txt
2026-05-09T12:03:46.247498,Tell me a story,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,happy_sad,add,6,100,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,5.008777426555753,happy,sad,100,2026-05-09_12-03-46-247498_baseline.txt,2026-05-09_12-03-46-247498_positive.txt,2026-05-09_12-03-46-247498_negative.txt
2026-05-09T12:04:09.107052,what is the temperature outside?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,happy_sad,add,6,100,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,5.012441528961062,happy,sad,100,2026-05-09_12-04-09-107052_baseline.txt,2026-05-09_12-04-09-107052_positive.txt,2026-05-09_12-04-09-107052_negative.txt
2026-05-09T12:04:25.421373,what is the temperature outside?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,add,10,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,4.9965513944625854,hot,cold,218,2026-05-09_12-04-25-421373_baseline.txt,2026-05-09_12-04-25-421373_positive.txt,2026-05-09_12-04-25-421373_negative.txt
2026-05-09T12:04:42.921411,what is the temperature outside?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,happy_sad,add,6,100,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,5.004665208980441,happy,sad,100,2026-05-09_12-04-42-921411_baseline.txt,2026-05-09_12-04-42-921411_positive.txt,2026-05-09_12-04-42-921411_negative.txt
2026-05-09T12:04:54.172044,what is the temperature outside?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,add,10,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,4.978442307561636,hot,cold,218,2026-05-09_12-04-54-172044_baseline.txt,2026-05-09_12-04-54-172044_positive.txt,2026-05-09_12-04-54-172044_negative.txt
2026-05-09T12:05:09.129570,what is the temperature outside?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.120014324784279,hot,cold,218,2026-05-09_12-05-09-129570_baseline.txt,2026-05-09_12-05-09-129570_positive.txt,2026-05-09_12-05-09-129570_negative.txt
2026-05-09T12:05:25.442471,Tell me a story of a patient at a hospital,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.175925685092807,hot,cold,218,2026-05-09_12-05-25-442471_baseline.txt,2026-05-09_12-05-25-442471_positive.txt,2026-05-09_12-05-25-442471_negative.txt
2026-05-09T12:05:42.900084,Tell me a story of a patient at a hospital,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,happy_sad,project,1,100,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.224768878892064,happy,sad,100,2026-05-09_12-05-42-900084_baseline.txt,2026-05-09_12-05-42-900084_positive.txt,2026-05-09_12-05-42-900084_negative.txt
2026-05-09T12:06:02.588068,Tell me a story about a princess,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,happy_sad,project,1,100,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.15838161110878,happy,sad,100,2026-05-09_12-06-02-588068_baseline.txt,2026-05-09_12-06-02-588068_positive.txt,2026-05-09_12-06-02-588068_negative.txt
2026-05-09T12:06:11.927438,Tell me a story about a princess,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.154088182374835,hot,cold,218,2026-05-09_12-06-11-927438_baseline.txt,2026-05-09_12-06-11-927438_positive.txt,2026-05-09_12-06-11-927438_negative.txt
2026-05-09T12:06:53.941918,Tell me a story about the cold wind,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.18431393802166,hot,cold,218,2026-05-09_12-06-53-941918_baseline.txt,2026-05-09_12-06-53-941918_positive.txt,2026-05-09_12-06-53-941918_negative.txt
2026-05-09T12:07:08.145731,Tell me a story about the mt everest,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.209947237744927,hot,cold,218,2026-05-09_12-07-08-145731_baseline.txt,2026-05-09_12-07-08-145731_positive.txt,2026-05-09_12-07-08-145731_negative.txt
2026-05-09T12:07:20.489465,Tell me a story about the mt. everest,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.399477947503328,hot,cold,218,2026-05-09_12-07-20-489465_baseline.txt,2026-05-09_12-07-20-489465_positive.txt,2026-05-09_12-07-20-489465_negative.txt
2026-05-09T12:07:34.633792,Tell me a story about the mt. Everest,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,14.463294576853514,hot,cold,218,2026-05-09_12-07-34-633792_baseline.txt,2026-05-09_12-07-34-633792_positive.txt,2026-05-09_12-07-34-633792_negative.txt
2026-05-09T12:07:35.601229,Tell me a story about the mt. Everest,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,14.001023072749376,hot,cold,218,2026-05-09_12-07-35-601229_baseline.txt,2026-05-09_12-07-35-601229_positive.txt,2026-05-09_12-07-35-601229_negative.txt
2026-05-09T12:08:16.277326,Tell me a story about climbing mt. Everest,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.21095154248178,hot,cold,218,2026-05-09_12-08-16-277326_baseline.txt,2026-05-09_12-08-16-277326_positive.txt,2026-05-09_12-08-16-277326_negative.txt
2026-05-09T12:08:48.087097,tell me a story about mt. Everest,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.206124825403094,hot,cold,218,2026-05-09_12-08-48-087097_baseline.txt,2026-05-09_12-08-48-087097_positive.txt,2026-05-09_12-08-48-087097_negative.txt
2026-05-09T12:11:45.063079,Describe waking up,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.09402734041214,hot,cold,218,2026-05-09_12-11-45-063079_baseline.txt,2026-05-09_12-11-45-063079_positive.txt,2026-05-09_12-11-45-063079_negative.txt
2026-05-09T12:12:06.311541,Describe waking up,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,happy_sad,project,1,100,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.096348453313112,happy,sad,100,2026-05-09_12-12-06-311541_baseline.txt,2026-05-09_12-12-06-311541_positive.txt,2026-05-09_12-12-06-311541_negative.txt
2026-05-09T12:12:35.834204,Describe waking up,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.102370789274573,hot,cold,218,2026-05-09_12-12-35-834204_baseline.txt,2026-05-09_12-12-35-834204_positive.txt,2026-05-09_12-12-35-834204_negative.txt
2026-05-09T12:13:42.419067,describe a rainy day,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,7.3246697075665,hot,cold,218,2026-05-09_12-13-42-419067_baseline.txt,2026-05-09_12-13-42-419067_positive.txt,2026-05-09_12-13-42-419067_negative.txt
2026-05-09T12:13:47.742714,describe a rainy day,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,happy_sad,project,1,100,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,7.505441524088383,happy,sad,100,2026-05-09_12-13-47-742714_baseline.txt,2026-05-09_12-13-47-742714_positive.txt,2026-05-09_12-13-47-742714_negative.txt
2026-05-09T12:14:01.773917,tell me a story about a rainy day,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,happy_sad,project,1,100,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.166669076308608,happy,sad,100,2026-05-09_12-14-01-773917_baseline.txt,2026-05-09_12-14-01-773917_positive.txt,2026-05-09_12-14-01-773917_negative.txt
2026-05-09T12:14:44.352330,tell me a story about a rainy day,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.194973789155483,hot,cold,218,2026-05-09_12-14-44-352330_baseline.txt,2026-05-09_12-14-44-352330_positive.txt,2026-05-09_12-14-44-352330_negative.txt
